gene location;strand;Ensembl ID;Gene Symbol;sum direct regulation score (-16..0..16);sum direct target (0..16);Literature (Table S1);Wei 2006 5-FU HCT116;Smeenk 2011 Actinomycin D U2OS ;Smeenk 2011 etoposide U2OS ;Nikulenkov 2012 Nutlin-3a MCF-7;Menendez 2013 Nutlin-3a U2OS;Menendez 2013 doxorubicin U2OS;Schlereth 2013 p53 SAOS-2;Allen 2014 Nutlin-3a HCT116;Janky 2014 iRegulon Nutlin-3a MCF-7;McDade 2014 cisplatin HFK;McDade 2014 doxorubicin HFK;Wang 2014 5-FU HCT116;Rashi-Elkeles 2014 IR CAL51;Chang 2014 mix HCT116;Younger 2015 doxorubicin fibroblasts;Fischer 2016 meta-analysis;Literature (Table S1);Wei 2006 5-FU HCT116;Smeenk 2011 Actinomycin D U2OS ;Smeenk 2011 etoposide U2OS ;Nikulenkov 2012 Nutlin-3a MCF-7;Menendez 2013 Nutlin-3a U2OS;Menendez 2013 doxorubicin U2OS;Schlereth 2013 p53 SAOS-2;Allen 2014 Nutlin-3a HCT116;Janky 2014 Nutlin-3a iRegulon MCF-7;McDade 2014 cisplatin HFK;McDade 2014 doxorubicin HFK;Wang 2014 5-FU HCT116;Rashi-Elkeles 2014 IR CAL51;Chang 2014 mix HCT116;Younger 2015 doxorubicin fibroblasts;Fischer 2016 meta-analysis;p53 ChIP 25kb sum (0..15);p53 ChIP 5kb sum (0..15);p53 ChIP 2.5kb sum (0..15);p53 Expression Score (-20..0..20)
chr12:99018029-99038589;-;ENSG00000166130;IKBIP;6;6;---;---;---;---;---;---;---;up;up;---;---;up;---;up;---;up;up;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;1;1;9;9;9;15
chr1:31205314-31230683;-;ENSG00000162511;LAPTM5;6;6;---;---;---;up;---;up;up;up;up;---;---;---;---;up;---;---;---;0;0;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0;13;2;2;8
chr5:65892175-66465423;+;ENSG00000069020;MAST4;6;6;---;---;---;---;---;up;up;up;---;up;---;---;---;up;---;---;up;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;1;9;8;8;11
chr22:38302154-38338465;+;ENSG00000100139;MICALL1;6;6;---;---;---;---;up;---;---;up;up;---;---;---;up;up;---;---;up;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;1;14;4;4;10
chr9:139388895-139440238;-;ENSG00000148400;NOTCH1;6;6;up;up;---;---;up;---;---;---;---;---;---;---;up;up;---;up;---;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;15;14;3;10
chr14:24734743-24740803;-;ENSG00000100949;RABGGTA;6;6;up;---;---;up;up;---;---;---;---;---;---;---;---;up;---;up;up;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;11;11;11;14
chr1:33402049-33430286;-;ENSG00000116514;RNF19B;6;6;---;---;---;---;---;up;up;up;---;---;---;---;up;up;---;---;up;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;1;8;8;8;15
chr11:64808375-64812300;+;ENSG00000168061;SAC3D1;6;6;---;---;---;---;up;---;---;up;up;---;---;up;---;up;---;---;up;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;8;8;8;6
chr1:27668482-27680423;+;ENSG00000142765;SYTL1;6;6;---;---;---;---;---;up;up;---;up;up;---;---;---;up;---;---;up;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;0;1;4;4;4;12
chr8:23048969-23082680;-;ENSG00000104689;TNFRSF10A;6;6;up;---;---;---;---;---;---;---;---;---;---;up;up;up;---;up;up;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;8;8;8;10
chr8:22993103-23021540;-;ENSG00000173530;TNFRSF10D;6;6;---;---;---;---;---;---;---;up;---;---;up;---;up;up;---;up;up;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;6;6;6;12
chr12:31079837-31149537;+;ENSG00000110900;TSPAN11;6;6;---;---;---;---;---;up;up;up;---;---;---;up;---;up;---;---;up;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;0;1;10;8;8;9
chr11:61025757-61062788;-;ENSG00000167992;VWCE;6;6;---;---;---;---;up;---;up;up;---;up;---;---;---;---;---;up;up;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;1;14;11;10;12
chr10:74033676-74035797;+;ENSG00000168209;DDIT4;5;7;---;up;---;---;up;---;---;---;up;up;up;---;---;up;---;down;---;0;1;0;0;1;0;0;0;1;1;1;0;0;1;0;-1;0;15;10;3;3
chr17:56769962-56811692;+;ENSG00000108384;RAD51C;5;7;---;---;---;---;up;---;up;up;---;---;down;---;---;---;up;up;up;0;0;0;0;1;0;1;1;0;0;-1;0;0;0;1;1;1;12;12;12;6
chr7:100770378-100782547;+;ENSG00000106366;SERPINE1;5;7;up;---;---;---;---;up;---;---;---;---;---;---;up;up;up;down;up;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;-1;1;9;8;8;7
chr5:118691595-118730294;+;ENSG00000145779;TNFAIP8;5;7;---;down;---;---;up;---;up;up;---;---;---;up;---;up;---;---;up;0;-1;0;0;1;0;1;1;0;0;0;1;0;1;0;0;1;13;6;6;6
chr11:76494284-76509198;+;ENSG00000182704;TSKU;5;7;---;---;---;up;---;---;up;---;up;---;down;---;up;---;---;up;up;0;0;0;1;0;0;1;0;1;0;-1;0;1;0;0;1;1;11;11;11;10
chr20:5095598-5100647;-;ENSG00000132646;PCNA;5;6;up/down;up;---;---;---;---;---;---;---;---;---;---;---;up;up;up;up;x;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;15;15;15;5
chr2:54342409-54532435;+;ENSG00000170634;ACYP2;5;5;---;---;---;---;---;up;up;up;---;---;---;up;---;---;up;---;---;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;9;0;0;6
chr12:99039077-99129211;+;ENSG00000120868;APAF1;5;5;up;---;---;---;---;---;---;---;up;---;---;---;up;---;---;up;up;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;9;9;9;14
chr22:39493228-39500072;+;ENSG00000100298;APOBEC3H;5;5;---;---;---;up;up;---;---;---;up;---;---;up;---;---;---;---;up;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;1;12;12;12;7
chr20:30252260-30310656;-;ENSG00000171552;BCL2L1;5;5;---;---;up;---;up;---;---;---;---;up;---;---;---;---;---;up;up;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;1;14;4;4;10
chr3:187439164-187463513;-;ENSG00000113916;BCL6;5;5;up;---;---;---;up;---;---;---;---;up;---;---;up;---;---;---;up;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;5;5;4;7
chr20:36145818-36156083;-;ENSG00000166619;BLCAP;5;5;---;---;---;---;---;up;up;up;---;---;---;up;---;---;---;---;up;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;4;4;4;14
chr17:59489111-59490641;+;ENSG00000187013;C17orf82;5;5;---;---;---;---;up;---;up;---;up;---;---;---;---;---;---;up;up;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1;12;12;12;8
chr3:48601505-48632593;-;ENSG00000114270;COL7A1;5;5;---;---;---;---;---;---;up;up;---;up;---;---;---;---;---;up;up;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;7;7;7;14
chr5:173315330-173387313;+;ENSG00000113742;CPEB4;5;5;---;---;---;up;up;up;up;---;---;up;---;---;---;---;---;---;---;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;12;12;2;11
chr15:64457715-64648442;-;ENSG00000169118;CSNK1G1;5;5;---;---;---;---;up;---;---;---;---;up;---;---;up;up;---;---;up;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;7;6;6;11
chr12:56325811-56347807;+;ENSG00000065357;DGKA;5;5;---;---;---;---;up;up;up;---;up;---;---;---;---;---;---;---;up;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;5;5;5;20
chr2:16730729-16847134;-;ENSG00000197872;FAM49A;5;5;---;---;up;up;---;up;up;---;---;up;---;---;---;---;---;---;---;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;12;0;0;10
chr8:127564682-127570711;-;ENSG00000168672;FAM84B;5;5;---;---;up;up;up;---;---;---;---;---;---;up;---;---;---;---;up;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;14;4;4;9
chr7:79764139-79848725;+;ENSG00000127955;GNAI1;5;5;---;up;---;---;---;---;up;---;---;---;---;up;---;---;---;up;up;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;13;10;9;5
chr2:191208195-191236391;+;ENSG00000151689;INPP1;5;5;---;---;---;---;---;up;up;---;---;up;---;up;up;---;---;---;---;0;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;4;3;3;16
chr17:48133339-48167849;+;ENSG00000005884;ITGA3;5;5;---;---;---;---;up;---;---;up;up;up;---;---;---;---;---;---;up;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;1;8;4;4;7
chr17:39669996-39675270;-;ENSG00000171346;KRT15;5;5;---;---;---;---;up;up;---;---;---;up;up;---;---;---;---;---;up;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;5;4;4;11
chr1:152758752-152760901;+;ENSG00000186226;LCE1E;5;5;---;---;up;up;---;---;---;---;---;---;up;up;---;---;---;---;up;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;8;8;8;7
chr22:31608249-31676066;+;ENSG00000182541;LIMK2;5;5;up;---;---;---;up;---;---;---;---;up;---;up;---;---;---;up;---;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;14;4;2;10
chr12:57522281-57607125;+;ENSG00000123384;LRP1;5;5;---;---;---;---;---;---;---;---;up;up;---;---;---;up;up;---;up;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;11;10;10;9
chr5:112357795-112824527;-;ENSG00000171444;MCC;5;5;---;---;---;---;---;up;---;up;---;---;---;---;up;---;---;up;up;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;1;8;8;8;11
chr16:28548661-28550495;-;ENSG00000176046;NUPR1;5;5;---;---;up;up;---;---;---;up;---;---;---;up;---;---;---;---;up;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;13;13;13;11
chr18:77915116-78005397;-;ENSG00000178184;PARD6G;5;5;---;---;---;---;---;up;---;---;up;---;---;---;up;up;---;---;up;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;1;4;4;4;12
chr9:139743255-139745490;+;ENSG00000054148;PHPT1;5;5;---;---;---;---;up;---;---;---;---;---;---;up;---;up;---;up;up;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;1;13;13;13;14
chr11:799178-805250;-;ENSG00000177595;PIDD1;5;5;up;---;up;---;up;---;up;---;---;---;---;---;---;---;---;---;up;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;13;12;12;13
chr15:74287013-74340155;+;ENSG00000140464;PML;5;5;up;---;---;---;---;---;---;---;up;---;---;---;up;---;---;up;up;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;5;4;4;10
chr10:129705324-129884164;+;ENSG00000132334;PTPRE;5;5;---;up;---;---;---;up;up;---;up;---;---;---;up;---;---;---;---;0;1;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;9
chr1:161040780-161059385;-;ENSG00000143217;PVRL4;5;5;---;---;---;up;---;up;up;---;up;up;---;---;---;---;---;---;---;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;9;2;2;11
chr2:85569077-85581821;-;ENSG00000042445;RETSAT;5;5;---;---;---;---;up;---;---;up;---;---;---;up;up;---;---;---;up;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;6;6;6;19
chr6:111620233-111804432;-;ENSG00000009413;REV3L;5;5;---;---;---;---;up;---;---;---;---;---;---;up;---;up;---;up;up;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;1;15;15;15;6
chr14:21510384-21512392;+;ENSG00000165799;RNASE7;5;5;---;---;---;up;---;up;up;---;---;---;up;up;---;---;---;---;---;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;7;7;7;4
chr1:27189632-27190947;+;ENSG00000175793;SFN;5;5;---;---;---;---;up;---;up;up;---;---;---;---;up;---;---;---;up;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;10;10;10;12
chr8:22960326-22974950;+;ENSG00000173535;TNFRSF10C;5;5;---;---;---;---;---;---;---;---;up;up;---;up;---;---;---;up;up;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;6;6;6;9
chr4:189012426-189026744;-;ENSG00000179046;TRIML2;5;5;---;---;---;up;---;up;up;---;---;---;up;up;---;---;---;---;---;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;6;6;2;9
chr5:82767492-82878122;+;ENSG00000038427;VCAN;5;5;up;---;---;---;---;---;---;up;up;---;---;---;up;---;---;---;up;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;6;6;5;6
chr1:227127937-227175246;+;ENSG00000163050;ADCK3;4;4;---;---;---;---;---;---;---;---;---;up;---;up;up;---;---;---;up;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;4;4;4;13
chr9:4709556-4741309;-;ENSG00000147853;AK3;4;4;---;---;---;---;up;---;up;---;---;---;---;---;---;---;---;up;up;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;8;8;8;7
chr15:101420008-101456830;+;ENSG00000184254;ALDH1A3;4;4;---;---;---;---;up;---;---;---;---;---;up;up;---;---;---;---;up;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;9;9;9;8
chr16:56518258-56554008;-;ENSG00000125124;BBS2;4;4;---;---;up;up;---;---;---;---;---;---;---;up;---;---;---;---;up;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;8;8;8;5
chr12:92534053-92539673;-;ENSG00000133639;BTG1;4;4;---;---;up;up;---;---;up;---;---;---;---;---;---;---;---;---;up;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;4;4;4;12
chr9:135937364-135947248;+;ENSG00000170835;CEL;4;4;up;---;---;---;up;---;---;---;---;---;---;up;---;---;---;---;up;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;7;7;7;10
chr1:86889768-86922240;+;ENSG00000137975;CLCA2;4;4;---;---;---;---;---;---;---;up;---;up;---;up;---;---;---;---;up;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;4;4;4;11
chr3:190023489-190040235;-;ENSG00000163347;CLDN1;4;4;---;---;---;up;up;---;up;---;---;up;---;---;---;---;---;---;---;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;11;11;0;9
chr11:57425215-57429337;+;ENSG00000172409;CLP1;4;4;---;---;---;---;---;---;---;---;---;---;up;---;---;up;---;up;up;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;6;6;6;10
chr7:86974950-87029112;+;ENSG00000005469;CROT;4;4;---;---;---;---;---;---;---;---;---;up;---;up;---;---;---;up;up;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;14;8;8;18
chr19:15751706-15771570;+;ENSG00000186529;CYP4F3;4;4;---;up;---;---;---;---;---;up;---;---;up;---;up;---;---;---;---;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;12;1;1;8
chr9:90112755-90323549;+;ENSG00000196730;DAPK1;4;4;up;---;---;---;---;---;---;---;---;up;---;up;up;---;---;---;---;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;7
chr17:48610047-48621111;+;ENSG00000049283;EPN3;4;4;---;---;---;---;---;up;up;---;up;---;---;---;up;---;---;---;---;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;6;5;5;4
chr8:124510126-124553493;-;ENSG00000156804;FBXO32;4;4;---;---;---;up;---;up;up;---;---;---;---;---;up;---;---;---;---;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;4;2;1;14
chr2:105977282-106015681;-;ENSG00000115641;FHL2;4;4;---;---;---;---;---;up;---;---;---;up;---;up;---;---;up;---;---;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;13;2;0;12
chr1:6475293-6479979;-;ENSG00000069812;HES2;4;4;---;---;---;---;up;---;---;up;up;---;---;---;up;---;---;---;---;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;13;0;0;8
chr19:44270684-44285409;-;ENSG00000104783;KCNN4;4;4;---;---;---;---;up;---;---;---;up;---;---;---;---;up;---;---;up;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;14;14;14;5
chr1:18807423-18812480;+;ENSG00000179023;KLHDC7A;4;4;---;---;---;---;---;---;---;up;up;---;---;---;---;up;---;---;up;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;4;4;4;9
chr1:156084460-156109878;+;ENSG00000160789;LMNA;4;4;up;---;---;---;---;---;---;---;---;---;---;---;---;up;up;---;up;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;14;14;14;6
chr12:6857157-6862082;-;ENSG00000089693;MLF2;4;4;---;---;---;---;---;---;---;---;---;---;up;up;---;---;---;up;up;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;9;8;8;8
chr1:181002560-181031074;+;ENSG00000153029;MR1;4;4;---;---;---;---;---;---;---;up;---;up;---;up;up;---;---;---;---;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;5;3;3;14
chr6:76458908-76629254;+;ENSG00000196586;MYO6;4;4;---;---;---;---;---;---;---;up;---;---;---;up;up;---;---;up;---;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;9;2;2;14
chr8:24808468-24814131;-;ENSG00000277586;NEFL;4;4;---;---;up;---;---;up;up;---;---;---;---;---;---;---;---;---;up;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;5;5;5;7
chr20:61872135-61885892;-;ENSG00000101198;NKAIN4;4;4;---;---;up;---;---;---;up;---;---;---;---;up;---;---;---;---;up;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;13;13;13;5
chr7:82383320-82792197;-;ENSG00000186472;PCLO;4;4;---;---;---;---;---;---;---;up;---;up;---;up;up;---;---;---;---;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;2;2;2;2
chr19:18318770-18359010;-;ENSG00000105650;PDE4C;4;4;---;---;---;---;---;---;up;---;---;up;---;up;---;---;---;---;up;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;13;13;13;11
chr2:197697727-197791454;-;ENSG00000197121;PGAP1;4;4;---;---;---;---;---;---;---;up;up;---;---;up;up;---;---;---;---;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;3;3;3;12
chr3:111393522-111565294;+;ENSG00000240891;PLCXD2;4;4;---;---;---;---;---;up;up;---;---;---;---;up;up;---;---;---;---;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;3;3;3;11
chr19:30156326-30166383;+;ENSG00000166289;PLEKHF1;4;4;---;---;up;---;---;---;up;---;---;---;---;---;---;up;---;up;---;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;9;9;0;8
chr20:44527258-44541003;-;ENSG00000100979;PLTP;4;4;up;---;---;---;---;---;---;up;---;---;up;up;---;---;---;---;---;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;5;2;2;7
chr3:48445260-48470872;-;ENSG00000164050;PLXNB1;4;4;---;---;up;---;up;---;---;up;---;---;---;---;---;---;---;up;---;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;15;15;2;11
chr22:50713407-50746001;-;ENSG00000196576;PLXNB2;4;4;---;---;---;---;---;---;---;up;---;---;---;---;---;up;---;up;up;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;14;14;14;14
chr1:146626684-146644129;-;ENSG00000131791;PRKAB2;4;4;---;---;---;---;up;up;---;up;---;---;---;---;---;---;---;---;up;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;8;8;8;14
chrX:3522383-3631675;-;ENSG00000183943;PRKX;4;4;---;---;---;---;---;---;---;---;up;---;---;---;up;up;---;up;---;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;3;3;3;16
chr22:18900286-18924066;-;ENSG00000100033;PRODH;4;4;up;up;---;---;---;---;---;---;---;---;---;up;up;---;---;---;---;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;11;3;1;7
chr1:29563027-29653325;+;ENSG00000060656;PTPRU;4;4;---;---;up;---;up;---;up;---;up;---;---;---;---;---;---;---;---;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;12;12;1;11
chr15:93586635-93617216;-;ENSG00000182175;RGMA;4;4;---;---;---;---;---;up;up;---;---;---;---;up;---;---;---;---;up;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;9;9;9;6
chr1:182567757-182573548;-;ENSG00000143333;RGS16;4;4;---;---;---;---;---;---;---;up;---;---;---;up;up;---;---;---;up;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;5;5;4;9
chr2:151324706-151344209;-;ENSG00000115963;RND3;4;4;up;---;---;---;---;---;---;---;---;up;---;---;up;---;---;up;---;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;6;2;2;9
chr6:18387580-18469105;+;ENSG00000137393;RNF144B;4;4;up;---;---;---;---;---;---;---;---;up;---;---;up;---;---;---;up;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;5;5;5;11
chr1:153533584-153538306;-;ENSG00000196754;S100A2;4;4;up;up;---;---;up;---;---;---;---;---;---;---;---;---;---;---;up;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;14;14;14;8
chr2:166152282-166248820;+;ENSG00000136531;SCN2A;4;4;---;---;---;up;---;up;---;---;up;---;---;---;---;---;---;---;up;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;5;5;5;6
chr11:118004091-118023630;-;ENSG00000177098;SCN4B;4;4;---;---;---;---;---;up;up;---;---;---;---;up;---;up;---;---;---;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;9;9;9;4
chr8:144873089-144897549;-;ENSG00000180900;SCRIB;4;4;---;---;---;---;up;---;---;---;---;---;up;---;---;up;---;---;up;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;9;8;7;6
chr3:50305039-50314572;+;ENSG00000012171;SEMA3B;4;4;up;---;---;---;---;---;up;---;---;---;---;---;up;---;---;---;up;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;7;6;6;8
chr11:65142662-65150142;-;ENSG00000162241;SLC25A45;4;4;---;---;---;---;---;---;up;up;---;---;---;---;---;up;---;---;up;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;9;9;9;11
chr1:75672074-76076799;-;ENSG00000137968;SLC44A5;4;4;---;---;up;up;---;---;---;---;up;---;---;---;up;---;---;---;---;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;9
chr20:3208062-3218835;-;ENSG00000088836;SLC4A11;4;4;---;---;---;---;---;---;---;---;---;---;---;up;up;---;---;up;up;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;5;5;5;15
chr1:27425299-27481451;-;ENSG00000090020;SLC9A1;4;4;---;---;---;---;---;up;up;up;---;---;---;---;---;---;---;---;up;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;7;4;4;8
chr17:40465342-40540513;-;ENSG00000168610;STAT3;4;4;---;---;---;---;---;---;---;---;---;---;---;up;---;up;---;up;up;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;8;6;6;16
chr7:43622691-43666978;+;ENSG00000164543;STK17A;4;4;---;---;up;up;up;---;---;---;---;---;---;---;---;up;---;---;---;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;14;2;2;8
chr1:180942175-180992046;-;ENSG00000135823;STX6;4;4;up;---;---;---;---;---;---;up;---;---;---;---;up;---;---;---;up;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;5;4;4;16
chr1:3569128-3652765;+;ENSG00000078900;TP73;4;4;up;---;---;---;---;---;---;up;---;---;---;up;up;---;---;---;---;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;5;2;2;0
chr9:119449580-119463579;+;ENSG00000119401;TRIM32;4;4;up;---;up;---;up;---;---;---;---;---;---;---;---;---;---;---;up;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;12;12;12;11
chr6:25963070-25985352;+;ENSG00000112343;TRIM38;4;4;---;---;---;up;---;up;---;---;---;up;---;up;---;---;---;---;---;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;11;11;0;6
chr11:5684424-5706339;-;ENSG00000132256;TRIM5;4;4;---;---;up;up;---;---;---;---;---;---;---;---;---;---;up;up;---;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;14;1;0;15
chr18:649619-658340;-;ENSG00000176912;TYMSOS;4;4;---;---;---;---;up;---;up;---;---;up;---;---;---;---;---;---;up;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;14;14;14;7
chr7:91570188-91739987;+;ENSG00000127914;AKAP9;3;5;---;---;---;---;up;---;---;up;---;---;down;---;up;---;---;---;up;0;0;0;0;1;0;0;1;0;0;-1;0;1;0;0;0;1;4;4;4;7
chr3:48473579-48481529;-;ENSG00000164051;CCDC51;3;5;---;---;up;---;down;---;up;---;---;---;---;---;---;---;up;up;---;0;0;1;0;-1;0;1;0;0;0;0;0;0;0;1;1;0;15;2;2;6
chr16:61685914-62070739;-;ENSG00000150394;CDH8;3;5;---;---;---;---;---;---;---;up;---;---;down;up;---;---;---;up;up;0;0;0;0;0;0;0;1;0;0;-1;1;0;0;0;1;1;8;8;5;5
chr2:73989324-74007284;-;ENSG00000144048;DUSP11;3;5;---;---;up;up;---;---;---;---;---;---;down;---;---;---;up;up;---;0;0;1;1;0;0;0;0;0;0;-1;0;0;0;1;1;0;10;9;0;12
chr2:109065576-109125854;+;ENSG00000135968;GCC2;3;5;---;---;up;---;up;---;---;---;---;---;down;---;---;up;up;---;---;0;0;1;0;1;0;0;0;0;0;-1;0;0;1;1;0;0;13;13;2;8
chr2:172173912-172291312;-;ENSG00000123600;METTL8;3;5;---;---;---;---;---;---;---;---;---;---;down;up;up;up;up;---;---;0;0;0;0;0;0;0;0;0;0;-1;1;1;1;1;0;0;12;12;3;8
chr10:93388196-93392858;-;ENSG00000119938;PPP1R3C;3;5;---;---;---;up;---;---;up;---;---;---;up;---;---;---;---;down;up;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;-1;1;6;5;5;7
chr2:119981383-120023227;+;ENSG00000115107;STEAP3;3;5;---;---;---;---;up;---;---;---;---;up;---;---;up;up;---;down;---;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;-1;0;15;2;0;3
chr14:23067146-23081265;+;ENSG00000100439;ABHD4;3;3;---;---;---;---;---;---;---;up;---;---;---;up;up;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;3;1;1;12
chr11:34172533-34379555;-;ENSG00000166016;ABTB2;3;3;---;---;---;---;---;---;---;up;---;---;---;---;up;up;---;---;---;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;3;3;3;10
