Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM2929544	"Mouse embryo cell EB_1208"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551491"	SRX3551491	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929545	"Mouse embryo cell EB_1213"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551492"	SRX3551492	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929546	"Mouse embryo cell EB_1218"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551493"	SRX3551493	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929547	"Mouse embryo cell EB_1226"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551494"	SRX3551494	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929548	"Mouse embryo cell EB_1234"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551495"	SRX3551495	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929549	"Mouse embryo cell EB_1242"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551496"	SRX3551496	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929550	"Mouse embryo cell EB_1258"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551497"	SRX3551497	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929551	"Mouse embryo cell EB_1250"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551498"	SRX3551498	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929552	"Mouse embryo cell EB_1227"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551499"	SRX3551499	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929553	"Mouse embryo cell EB_1209"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551500"	SRX3551500	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929554	"Mouse embryo cell EB_1205"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551501"	SRX3551501	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929555	"Mouse embryo cell EB_1201"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551502"	SRX3551502	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929556	"Mouse embryo cell EB_1271"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551503"	SRX3551503	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929557	"Mouse embryo cell EB_1272"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551504"	SRX3551504	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929558	"Mouse embryo cell EB_1273"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551505"	SRX3551505	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929559	"Mouse embryo cell EB_1274"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551506"	SRX3551506	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929560	"Mouse embryo cell EB_1276"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551507"	SRX3551507	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929561	"Mouse embryo cell EB_1278"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551508"	SRX3551508	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929562	"Mouse embryo cell EB_1279"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551509"	SRX3551509	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929563	"Mouse embryo cell EB_1284"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551510"	SRX3551510	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929564	"Mouse embryo cell EB_1285"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551511"	SRX3551511	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929565	"Mouse embryo cell EB_1286"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551512"	SRX3551512	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929566	"Mouse embryo cell EB_100"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551513"	SRX3551513	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929567	"Mouse embryo cell EB_101"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551514"	SRX3551514	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929568	"Mouse embryo cell EB_102"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551515"	SRX3551515	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929569	"Mouse embryo cell EB_103"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551516"	SRX3551516	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929570	"Mouse embryo cell EB_104"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551517"	SRX3551517	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929571	"Mouse embryo cell EB_106"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551518"	SRX3551518	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929572	"Mouse embryo cell EB_107"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551519"	SRX3551519	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929573	"Mouse embryo cell EB_108"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551520"	SRX3551520	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929574	"Mouse embryo cell EB_109"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551521"	SRX3551521	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929575	"Mouse embryo cell EB_110"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551522"	SRX3551522	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929576	"Mouse embryo cell EB_111"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551523"	SRX3551523	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929577	"Mouse embryo cell EB_112"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551524"	SRX3551524	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929578	"Mouse embryo cell EB_114"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551525"	SRX3551525	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929579	"Mouse embryo cell EB_113"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551526"	SRX3551526	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929580	"Mouse embryo cell EB_115"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551527"	SRX3551527	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929581	"Mouse embryo cell EB_116"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551528"	SRX3551528	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929582	"Mouse embryo cell EB_118"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551529"	SRX3551529	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929583	"Mouse embryo cell EB_119"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551530"	SRX3551530	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929584	"Mouse embryo cell EB_117"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551531"	SRX3551531	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929585	"Mouse embryo cell EB_120"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551532"	SRX3551532	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929586	"Mouse embryo cell EB_121"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551533"	SRX3551533	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929587	"Mouse embryo cell EB_122"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551534"	SRX3551534	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929588	"Mouse embryo cell EB_123"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551535"	SRX3551535	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929589	"Mouse embryo cell EB_124"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551536"	SRX3551536	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929590	"Mouse embryo cell EB_125"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551537"	SRX3551537	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929591	"Mouse embryo cell EB_126"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551538"	SRX3551538	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929592	"Mouse embryo cell EB_13"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551539"	SRX3551539	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929593	"Mouse embryo cell EB_14"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551540"	SRX3551540	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929594	"Mouse embryo cell EB_15"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551541"	SRX3551541	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929595	"Mouse embryo cell EB_18"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551542"	SRX3551542	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929596	"Mouse embryo cell EB_17"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551543"	SRX3551543	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929597	"Mouse embryo cell EB_20"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551544"	SRX3551544	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929598	"Mouse embryo cell EB_19"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551545"	SRX3551545	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929599	"Mouse embryo cell EB_22"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551546"	SRX3551546	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929600	"Mouse embryo cell EB_23"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551547"	SRX3551547	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929601	"Mouse embryo cell EB_24"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551548"	SRX3551548	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929602	"Mouse embryo cell EB_25"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551549"	SRX3551549	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929603	"Mouse embryo cell EB_26"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551550"	SRX3551550	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929604	"Mouse embryo cell EB_27"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551551"	SRX3551551	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929605	"Mouse embryo cell EB_28"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551552"	SRX3551552	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929606	"Mouse embryo cell EB_29"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551553"	SRX3551553	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929607	"Mouse embryo cell EB_30"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551554"	SRX3551554	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929608	"Mouse embryo cell EB_31"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551555"	SRX3551555	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929609	"Mouse embryo cell EB_32"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551556"	SRX3551556	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929610	"Mouse embryo cell EB_34"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551557"	SRX3551557	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929611	"Mouse embryo cell EB_33"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551558"	SRX3551558	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929612	"Mouse embryo cell EB_35"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551559"	SRX3551559	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929613	"Mouse embryo cell EB_36"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551560"	SRX3551560	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929614	"Mouse embryo cell EB_37"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551561"	SRX3551561	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929615	"Mouse embryo cell EB_38"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551562"	SRX3551562	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929616	"Mouse embryo cell EB_39"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551563"	SRX3551563	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929617	"Mouse embryo cell EB_40"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551564"	SRX3551564	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929618	"Mouse embryo cell EB_44"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551565"	SRX3551565	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929619	"Mouse embryo cell EB_45"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551566"	SRX3551566	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929620	"Mouse embryo cell EB_46"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551567"	SRX3551567	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929621	"Mouse embryo cell EB_47"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551568"	SRX3551568	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929622	"Mouse embryo cell EB_48"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551569"	SRX3551569	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929623	"Mouse embryo cell EB_9"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551570"	SRX3551570	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929624	"Mouse embryo cell EB_97"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551571"	SRX3551571	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929625	"Mouse embryo cell EB_98"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551572"	SRX3551572	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929626	"Mouse embryo cell EB_99"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551573"	SRX3551573	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929627	"Mouse embryo cell EB_1289"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551574"	SRX3551574	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929628	"Mouse embryo cell EB_1288"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551575"	SRX3551575	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929629	"Mouse embryo cell EB_1291"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551576"	SRX3551576	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929630	"Mouse embryo cell EB_1292"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551577"	SRX3551577	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929631	"Mouse embryo cell EB_1293"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551578"	SRX3551578	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929632	"Mouse embryo cell EB_1294"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551579"	SRX3551579	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929633	"Mouse embryo cell EB_1295"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551580"	SRX3551580	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929634	"Mouse embryo cell EB_1302"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551581"	SRX3551581	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929635	"Mouse embryo cell EB_1303"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551582"	SRX3551582	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929636	"Mouse embryo cell EB_1305"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551583"	SRX3551583	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929637	"Mouse embryo cell EB_1306"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551584"	SRX3551584	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929638	"Mouse embryo cell EB_1307"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551585"	SRX3551585	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929639	"Mouse embryo cell EB_1308"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551586"	SRX3551586	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929640	"Mouse embryo cell EB_1309"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551587"	SRX3551587	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929641	"Mouse embryo cell EB_1311"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551588"	SRX3551588	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929642	"Mouse embryo cell EB_1310"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551589"	SRX3551589	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929643	"Mouse embryo cell EB_1312"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551590"	SRX3551590	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929644	"Mouse embryo cell EB_1323"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551591"	SRX3551591	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929645	"Mouse embryo cell EB_1324"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551592"	SRX3551592	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929646	"Mouse embryo cell EB_1325"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551593"	SRX3551593	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929647	"Mouse embryo cell EB_1326"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551594"	SRX3551594	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929648	"Mouse embryo cell EB_1327"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551595"	SRX3551595	"Qiaolin Deng"	"Feb 04, 2019"
